	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
2451	Ccn5	22.3730873678907	2.0365624576434	0.77840724341959	2.61632002381769	0.0088883208089311	0.0543364589752874
2452	Uqcrh	1120.01669438301	-0.811928387727174	0.31032281461892	-2.61639927674745	0.0088862577617175	0.0543364589752874
2453	Shfl	47.1334143935193	1.34984575736368	0.515911198711083	2.61643042588732	0.0088854470299781	0.0543364589752874
2454	Nudcd2	338.490341780461	0.7101095142197	0.271420131638228	2.61627429746513	0.0088895113144296	0.0543364589752874
2455	Cyfip2	897.910312494989	-0.95149240107385	0.363865030662967	-2.61495972652337	0.0089237977051209	0.0545238226233898
2456	Pa2g4	1226.10890648194	0.651405215913381	0.249159562753183	2.61440985333026	0.0089381743950379	0.0545894362930155
2457	Rfx5	49.7669241177432	1.08934579243566	0.416803575130203	2.61357113382572	0.0089601429475058	0.0547013446176861
2458	Tpi1	680.317678071083	0.785142726775068	0.300543691022355	2.61240794675895	0.0089906900792853	0.0548633097266245
2459	Bnip3	12.8928799009071	-1.67495491265401	0.641203584541214	-2.61220453696069	0.0089960414854537	0.0548633097266245
2460	Gm21399	185.613968500642	0.77679868922589	0.297379763152954	2.61214374841758	0.0089976412926311	0.0548633097266245
2461	Atp6v0a4	20.9006872997656	1.67107605291081	0.639822508984308	2.61178065705061	0.0090072022695244	0.0548993002666464
2462	Faf1	514.560235297901	-0.985069480922248	0.377206236251322	-2.61148779169686	0.0090149206531491	0.054924035453169
2463	Ulk1	274.143445162074	-1.06544730312477	0.408020304835564	-2.61126049487698	0.0090209150665861	0.0549382514160679
2464	Shcbp1l	6.88008179533417	3.87233285418386	1.48306875729453	2.61102719286456	0.0090270715539314	0.0549534424901806
2465	Pcsk4	24.0393110537344	1.4790408767197	0.566651643726971	2.61014133302742	0.0090504822375076	0.055073615756707
2466	Tpm4	79.9206607079091	1.16146597515768	0.445261267441231	2.60850439974769	0.009093884267075	0.055315292789513
2467	Cpsf1	309.401071970249	0.71058523336423	0.272429623569567	2.60832586432282	0.0090986292173128	0.0553217301600474
2468	Lurap1l	357.572447610182	-0.693682308168196	0.266020579564175	-2.60762648252501	0.0091172380380943	0.0553969928971462
2469	Clock	523.565188227043	-0.79573605650671	0.305178506893924	-2.60744462185634	0.0091220824636044	0.0553969928971462
2470	Tlr13	95.7451498582097	1.77228093778489	0.679668384465871	2.60756712875157	0.009118818858247	0.0553969928971462
2471	Stbd1	183.789573508775	1.03153432278717	0.395679918720357	2.60699184867202	0.0091341534715139	0.0554478588161561
2472	Htt	198.914114235707	0.962863063880626	0.369371129234764	2.60676319201074	0.009140254912922	0.0554560931273725
2473	4930503L19Rik	132.105692979265	1.01429458830166	0.389115959321514	2.6066640650521	0.0091429011326882	0.0554560931273725
2474	Tuba8	11.5669596265485	-2.44701363517928	0.938961718084105	-2.60608455920042	0.0091583848807466	0.0555275650587817
2475	Gng7	40.9064951107139	-1.16199864188201	0.445906451205576	-2.60592471524098	0.0091626598489083	0.0555310475334083
2476	Med6	80.8595575539748	0.913357026171383	0.350518093255947	2.60573432226351	0.0091677541636141	0.0555367043308231
2477	Ighv1-50	45.4929401025206	5.00153297737988	1.91961709255614	2.60548470670258	0.0091744369175565	0.0555367043308231
2478	Lhfpl2	187.936967972785	1.22817718624105	0.471383211514978	2.60547502804314	0.0091746961239577	0.0555367043308231
2479	Gm43401	8.55501331656219	-2.09392890501506	0.803847134950721	-2.60488445373812	0.0091905248034456	0.0556100867743975
2480	Sart3	174.375108086144	0.869061381882973	0.333767235107078	2.60379477213863	0.0092197946349966	0.0557647070909953
2481	Kyat3	184.188926207732	-1.07268673658098	0.412112466751315	-2.60289805119698	0.0092439437391222	0.055843244665567
2482	Gm5431	42.7140152967553	1.75612727248888	0.674664851526122	2.60296244648945	0.0092422076651252	0.055843244665567
2483	Sec23a	149.617480143653	1.18769295945574	0.456277013019039	2.60300853553229	0.0092409652997119	0.055843244665567
2484	Dis3l	227.353180631389	-0.749940599325838	0.288142960777632	-2.60266847158757	0.0092501354915844	0.0558581622481756
2485	Slc25a20	115.048057189167	1.06372716460647	0.408764411896841	2.60229886371547	0.0092601115762825	0.0558959108261046
2486	Gm20629	29.1979519922787	-5.08676419499476	1.95506133253992	-2.60184379401862	0.0092724075477286	0.0559413520967984
2487	Ammecr1	90.3015938998656	0.948821123281109	0.364686527007529	2.60174438322895	0.0092750955628971	0.0559413520967984
2488	Mknk1	1846.01837902474	-1.50236742270755	0.577577274548955	-2.60115397351945	0.0092910742621097	0.0560152110796379
2490	Ephb6	70.4256550078627	1.43384054373987	0.551644481288606	2.59921125357859	0.0093438250676374	0.0562518343814253
2491	Gm15544	23.2849325466948	1.8200896554924	0.700261674696351	2.59915646002137	0.0093453167474938	0.0562518343814253
2492	Stim1	401.553074330663	-0.750759219742143	0.288840933958967	-2.59921337828383	0.0093437672297137	0.0562518343814253
2493	Tpr	841.914271590464	0.575785948693074	0.221587766391819	2.59845549268703	0.0093644183799645	0.0563442109902759
2494	Snrpa1	221.701813991978	0.819960048955207	0.315638234458518	2.59778429682912	0.0093827413642835	0.0564318304258274
2495	Zfp652	476.627736059206	-0.735877511427209	0.283293472456508	-2.59758018794514	0.0093883196735831	0.056442758422191
2496	Spi1	145.687856436904	1.6375244038493	0.630584644834978	2.59683520247759	0.0094087052902278	0.0565426638306605
2497	Gm32926	6.83821208053602	-3.38687873029449	1.30433747738367	-2.5966276282179	0.0094143923352763	0.0565541919067882
2498	Aatk	35.096503401553	-1.19316188915264	0.45963377818286	-2.59589687657367	0.0094344376127296	0.0566519290982877
2499	Rbmxl1	33.8883438461895	1.53618091484966	0.59185429959651	2.59553899650122	0.0094442685159309	0.0566726602911114
2500	Edaradd	258.870354105217	-0.877277076305039	0.33799974725676	-2.59549624940583	0.0094454433818519	0.0566726602911114
2501	Laptm5	1363.21837576224	1.95191224132553	0.752084148936143	2.59533756174305	0.0094498059114917	0.0566761740638871
2502	Lamc2	94.1860095848113	0.955454467217903	0.36817986479371	2.59507528406868	0.009457020204826	0.0566967819391207
2503	Kat2b-ps	19.2193190972815	-1.45070552669451	0.559090428279094	-2.59476008408846	0.0094656966948584	0.0567034908594993
2504	Daxx	193.849136551736	0.760935062525251	0.29325106021244	2.59482459150875	0.00946392042555	0.0567034908594993
2505	Pmaip1	50.6196946885307	2.0254530280827	0.781039461130404	2.59327873799264	0.0095065687792309	0.0569256069836947
2506	Dcaf6	239.055593960404	-0.849180155851597	0.327512303908914	-2.59281909631025	0.0095192827899167	0.0569562829128748
2507	Timm10	86.3496880135034	1.03403866607324	0.398800179254205	2.59287412560092	0.0095177598426095	0.0569562829128748
2508	Cdk18	396.243105776586	-0.974030008577139	0.375768691134115	-2.59209995818811	0.0095392050760799	0.0570300045305402
2509	Ndufs7	415.651632798923	-0.687850230882541	0.265351411543064	-2.59222374918819	0.0095357730465923	0.0570300045305402
2510	Mrps21	157.26269910113	-0.751023689632256	0.289840992060686	-2.59115760090625	0.0095653674815911	0.0571127499408036
2511	Col8a2	26.518966206907	2.13322555004978	0.823264992044816	2.59117728879896	0.0095648202383279	0.0571127499408036
2512	Acss3	32.9151513636055	-1.44690183903714	0.558432432603043	-2.59100609950722	0.0095695795377827	0.0571127499408036
2513	Fam210a	47.6235109142063	1.10175651103565	0.425199496371508	2.59115196616559	0.0095655241095796	0.0571127499408036
2514	Mid2	182.825801021008	-0.900661574798241	0.347622791924251	-2.5909163487603	0.0095720755765108	0.0571127499408036
2515	Ankrd13a	575.088625936081	-0.589405473429676	0.227561512702845	-2.59009296620091	0.0095950015973428	0.0572040500475674
2516	Tamm41	82.1050321967899	1.02555329747562	0.395938386094063	2.59018406270913	0.0095924627266786	0.0572040500475674
2517	Pdcd11	52.3709554291944	1.04250182300333	0.402530201950979	2.58987230759466	0.0096011538627213	0.0572179963717222
2518	Smurf2	353.800161103039	-0.579136188056103	0.223665728935032	-2.58929336565605	0.0096173122828983	0.0572915395463168
2519	Irgm2	317.227955395632	1.33712651813663	0.516754258311906	2.58754813652557	0.0096661688845806	0.0575597342388959
2520	Scamp5	96.654047348548	1.02837889854193	0.397565007963002	2.58669369271461	0.009690169086674	0.0576797609340065
2521	Mfap3l	8.00541417798969	-1.99926902520219	0.773420177407637	-2.5849713824423	0.0097387080209329	0.0579456988747504
2522	Trap1	710.441541468525	0.698807396738415	0.270363568185085	2.58469512526934	0.0097465137613058	0.0579691579477428
2523	Cxcr4	121.264435923552	1.90547330580931	0.737306196178937	2.58437175176929	0.0097556578728659	0.0580005554834495
2524	Agt	231.1478085268	3.6643989452313	1.4180245833012	2.5841575586091	0.0097617188739376	0.0580136053157659
2525	Whrn	87.8178431680429	-1.28840128921193	0.498633156205253	-2.58386606100776	0.0097699727418465	0.0580396717989508
2526	Arhgef19	126.293546745534	-1.07611842020225	0.416597820585381	-2.58311101745598	0.0097913810204539	0.0580978503728476
2527	1700028J19Rik	48.7610465237208	-1.33859572760613	0.518166807995577	-2.5833297443042	0.0097851750079956	0.0580978503728476
2528	Tcof1	259.794324401812	1.09293103353287	0.423085772831966	2.58323749866895	0.0097877918977141	0.0580978503728476
2529	Ubap1l	7.46682628068138	-2.49308699192925	0.965409078430924	-2.58241511047447	0.0098111495695167	0.0581373621818554
2530	5730455P16Rik	195.589202310956	-0.918661528892623	0.35574645499202	-2.58234907474547	0.0098130272851631	0.0581373621818554
2531	Gm5190	6.84985639021986	-2.77606881261795	1.07502433104752	-2.58233114585686	0.0098135371455844	0.0581373621818554
2532	Drap1	414.53993653602	-0.770359528413765	0.29830446625619	-2.58246059162977	0.0098098565061688	0.0581373621818554
2533	Pes1	193.407252566246	0.742954708430974	0.287742386859898	2.58201343409555	0.0098225761258395	0.0581679468604374
2534	Tmed2	507.518260244252	-0.832601384786515	0.322517131159709	-2.58157258745494	0.0098351306134381	0.0581963604042794
2535	Igkv19-93	140.852322316034	3.60609376571038	1.3968220810531	2.58164143782124	0.0098331689421457	0.0581963604042794
2536	Gbp3	243.022357182226	1.51332459278794	0.586241780093215	2.58140010517045	0.0098400464763679	0.0582024979993603
2537	Nlrp10	18.5311664818723	2.70194055711341	1.0469525209076	2.580767038768	0.0098581080712988	0.0582863552868046
2538	Cntrl	211.651260483429	1.16873229852215	0.453048845815099	2.5797048360634	0.0098884794362215	0.0584198907165118
2539	Rap1gap2	1414.65511303863	-1.36575857906085	0.529418063149701	-2.57973551362313	0.0098876011107073	0.0584198907165118
2540	Nipsnap2	721.40644841908	-0.851822141251464	0.330256441657319	-2.57927487190494	0.0099007970048899	0.0584631242932162
2541	Hcfc1	553.991145440242	0.80526767573787	0.312218793074191	2.57917746657396	0.0099035893611459	0.0584631242932162
2542	Dgkz	614.659333957428	0.586652554788034	0.227551796531931	2.57810557301275	0.0099343641226013	0.0585986902609106
2543	Gla	79.4513387245267	1.02281487111455	0.39671832585365	2.57818911922882	0.0099319623987655	0.0585986902609106
2544	Anks4b	18.5250314981518	-1.56251445488751	0.606160936706951	-2.57772212009582	0.0099453939768938	0.0586407002032489
2545	Cerk	197.02685168624	1.34725829501679	0.522738112407467	2.57731024970036	0.0099572533978753	0.0586875665705095
2546	Fads3	183.962099941594	-1.08055216163408	0.419310365289048	-2.57697460183033	0.0099669273771988	0.0587215203071242
2547	Atpif1	303.075572407866	0.776757627986261	0.301467756399979	2.57658609087096	0.00997813541952	0.0587309137522496
2548	Rpa3	67.5562441705046	1.29563559629068	0.50291701480933	2.57624132439006	0.0099880908900267	0.0587309137522496
2549	Parp12	263.395481653908	0.886314052085596	0.343984552043025	2.57661004490323	0.0099774440518292	0.0587309137522496
2550	Mlkl	52.7166097948305	1.49359838550981	0.579729559729572	2.57637093096743	0.0099843473355553	0.0587309137522496
2551	Psmg2	174.096969273363	0.812109493823875	0.31522028648137	2.5763236969581	0.0099857114972221	0.0587309137522496
2552	Mfsd11	371.80668445072	-0.758661882606443	0.294574742182082	-2.57544783706371	0.0100110372360959	0.0588427829082865
2553	Aqr	415.477933591425	0.875738631195765	0.340066608182319	2.57519735876643	0.0100182903994584	0.0588623593321351
2554	Myo1d	447.087254381049	-0.912480414406787	0.354446927610495	-2.57437811792664	0.0100420460628896	0.0589788427474449
2555	Ttll12	235.30506759899	0.694384714914031	0.269846783419348	2.57325548266752	0.0100746807776723	0.0591430348629937
2556	Brd8	355.928918210004	0.612917169116149	0.23819763947987	2.5731454369343	0.0100778848557027	0.0591430348629937
2557	Dhrs4	246.397686424057	0.703495598845506	0.273457770455052	2.57259319299957	0.0100939776292336	0.0592143191181701
2558	Nfxl1	237.062928347576	0.720880780010272	0.280254675688146	2.57223462281298	0.0101044388633917	0.0592525242610612
2559	Prpf8	2008.22008096551	0.595433879903062	0.231535603819694	2.57167308215263	0.0101208411310455	0.0593255242236207
2560	Lsm4	210.262477606016	0.818523093409915	0.318466111988903	2.57020468613765	0.0101638442099732	0.0595543327664419
2561	Mob3b	147.339592598859	-0.735717038854305	0.286298918060002	-2.56975137677648	0.0101771525374206	0.0596090362906062
2564	E130308A19Rik	104.243806145051	-1.06586458203654	0.415001049800471	-2.5683418934699	0.0102186315372587	0.0597609006359765
2565	Gna15	20.1697630779702	2.14300611361617	0.834397026081957	2.56832904076731	0.0102190104646085	0.0597609006359765
2566	Prrg2	136.228953613564	-1.21264125281342	0.472235626825317	-2.56787329021659	0.0102324551315787	0.0597995006709465
2567	Slc3a2	2722.72557725481	-1.11299565778432	0.433437348668011	-2.56783514665879	0.0102335810824331	0.0597995006709465
2568	Mmp12	19.1410483355735	2.12396073019931	0.827338657707537	2.56722046094712	0.0102517410633618	0.0598822991034674
2569	Ifih1	275.495581216277	1.16956957227569	0.45566866106671	2.56671057767667	0.0102668265712021	0.059919504655599
2570	Gabarapl2	66.4803521598644	-1.03660467845162	0.403862806535816	-2.56672479286525	0.010266405730198	0.059919504655599
2571	Mrps24	449.984265685651	-0.780595842435883	0.304136105705888	-2.56660037329061	0.0102700896957351	0.059919504655599
2572	Cep57	168.930474358254	0.846456019788548	0.329908836112659	2.56572703466328	0.0102959816977096	0.0600379522672842
2573	Nkrf	67.1810186118136	0.890165558635819	0.346955749420781	2.56564579235793	0.0102983932517653	0.0600379522672842
2574	Porcn	46.572404393956	-0.997322516478984	0.388746733701297	-2.56548140477831	0.0103032743844208	0.0600430817136385
2575	Nol10	103.729631934075	0.961765403298336	0.375043123472152	2.5644128450998	0.0103350531704674	0.0602048943618144
2576	Mlst8	54.4559551478855	0.995276355170756	0.38820669873003	2.56377944643067	0.0103539314919288	0.0602914613767497
2577	Erfe	5.70509204278954	3.6518071676029	1.42455708597043	2.56346846579001	0.0103632114352321	0.0603000007926383
2578	Cadm1	229.991569905452	1.04849508087762	0.409015423697398	2.56346098491711	0.010363434762376	0.0603000007926383
2579	Tmem144	20.1273056704798	1.56413357785527	0.610467032137465	2.56219172455337	0.010401388165659	0.0604745605717907
2580	Dph1	67.9822273055611	1.0529734442431	0.410966480902585	2.5621881422799	0.0104014954575364	0.0604745605717907
2581	Dmxl2	284.042990317828	-0.968623525774376	0.37815808821328	-2.56142485369261	0.0104243790164817	0.0605841330446647
2582	Fam234b	363.614730558514	-0.852154255561072	0.332722561763649	-2.56115560977919	0.0104324616887866	0.0606076345729507
2583	Tap2	233.26489780154	1.06742332769675	0.416922622857461	2.56024324221351	0.0104598923389242	0.0607434769496506
2584	Golga1	330.228098322527	-0.754257628298626	0.294832876845999	-2.5582548200437	0.0105198973744243	0.0610683094779928
2585	Ttf2	112.124217478195	1.09606571151256	0.428493696406273	2.5579506086207	0.0105291045842171	0.0610981219608514
2586	Isca2	161.824591148095	-0.743506234532466	0.290756600504051	-2.55714309922298	0.0105535792990251	0.061192817218381
2587	Parp9	198.367335360998	1.19326017601443	0.466631862187874	2.55717680832949	0.0105525566021261	0.061192817218381
2588	Gm2965	46.3209373529911	-1.29209252216397	0.505379318732489	-2.5566786654519	0.010567678681975	0.0612372608464541
2589	Nkd2	34.3842235471734	2.04915231807289	0.801507799155925	2.55662180733721	0.0105694059437769	0.0612372608464541
2590	Apobec3	446.924174719146	1.7672786050953	0.691306812679927	2.55643163452165	0.0105751849251412	0.0612470957107947
2591	Misp3	5.94336496368504	-2.72307145407548	1.06546798946682	-2.55575153922564	0.0105958746994466	0.0613195895641713
2592	Marveld3	85.308907557601	-1.01877355648993	0.398611353340988	-2.55580667221595	0.0105941961105436	0.0613195895641713
2593	Rgs19	160.05730331066	1.1104493048178	0.434621238388288	2.55498168689521	0.0106193384860766	0.0614316859375732
2594	Galk1	302.739969928068	-0.83541134273737	0.327025634194412	-2.55457449014755	0.0106317678237909	0.0614798874619678
2595	Dsel	113.435327941894	-0.949645560361233	0.371846752697071	-2.5538627229451	0.0106535249928263	0.0615819707405052
2596	Epsti1	253.623491690316	2.02417863223613	0.792636690747167	2.55372815296763	0.0106576429508879	0.0615820524147187
2597	Klhdc8a	100.645985131641	-1.60758265246898	0.629599361087694	-2.55334225513146	0.0106694596099853	0.0616266015810003
2598	Zfp503	313.311014428175	-1.43961497450291	0.564028164382308	-2.55238136216034	0.0106989339537766	0.0617320007034641
2599	Dnm1l	394.235921046134	0.631595421175475	0.24745690975979	2.55234505994832	0.0107000489024197	0.0617320007034641
2600	Gm41584	14.326674684365	-2.33623676947774	0.915291217330966	-2.55245185930039	0.0106967690725192	0.0617320007034641
2601	Gm5865	84.3204152996104	-1.22329333741529	0.479355596926749	-2.55195380059831	0.0107120721967784	0.0617776154438342
2603	Bscl2	451.698165527469	-0.706289701386078	0.276964189345277	-2.55011199482393	0.0107688319084049	0.0620572548454396
2604	Ighv5-2	6.78704583692602	4.92298414764151	1.93070982643007	2.54983119692525	0.0107775088254318	0.062083415521854
2606	Mau2	391.094705840313	-0.649485173880317	0.254835540154021	-2.54864440606586	0.0108142504564471	0.0622472736284793
2607	Cnot1	734.753750650982	0.730594281454154	0.286717359630087	2.54813410111178	0.0108300830913384	0.0623145041674172
2609	Cep128	50.7525751085344	1.46829913943333	0.576474506037886	2.5470322174782	0.0108643402425294	0.0624637125208414
2610	Gm32340	21.1714411862522	-1.55224865870739	0.609602823510646	-2.54632786929715	0.0108862885921441	0.062541324930053
2611	Aagab	471.874007214826	-0.70576767860866	0.277184921093917	-2.54619795270006	0.0108903412540624	0.062541324930053
2612	Eppk1	24.3985622672805	1.57389023227127	0.61813350315949	2.54619790745297	0.0108903426657489	0.062541324930053
2613	Gm7512	34.0711737973122	-1.39307696373484	0.547199006484373	-2.54583240690629	0.0109017514072794	0.0625828927381925
2614	Pkp4	541.708675855745	-0.750268606440113	0.294730979534539	-2.54560483470381	0.0109088602152368	0.0625997538775694
2615	Wdr7	179.122330071274	-0.77156926924134	0.303175716542254	-2.54495735358081	0.0109291085075229	0.0626919733424652
2616	Snrnp200	789.813402541538	0.747764671013927	0.293843835799866	2.54476895517802	0.0109350064484967	0.0627018367467107
2617	Dusp22	151.65777997	-0.78078493888683	0.306911598737653	-2.54400596816233	0.0109589212126757	0.0628149624589041
2618	Lox	191.060247332683	1.03074258639372	0.405208443317235	2.54373422714382	0.0109674497732804	0.0628398439472492
2620	Tpm3	403.789916662385	0.997612878879679	0.392304285510543	2.54295687232014	0.0109918795414838	0.0629317605492199
2621	Gm6444	126.478640565351	-0.977354239503839	0.384402051319635	-2.5425312798114	0.0110052750210825	0.0629844229467444
2622	Ciapin1	150.170781111466	0.753003478474791	0.296292700316917	2.54141758359005	0.0110403971580816	0.0631613418811178
2623	Elovl6	160.583100077213	1.48134357852018	0.583052539578305	2.54066911292689	0.0110640572592576	0.0632243881311572
2624	Cep72	28.2374914043892	1.67764104398621	0.660281888120528	2.54079518788796	0.0110600687187354	0.0632243881311572
2625	Vma21	183.691090566304	-0.76066487477143	0.299366901738865	-2.54091173858275	0.0110563826267423	0.0632243881311572
2626	Lsm8	153.029001700834	0.924738029267738	0.364001852894501	2.54047615943251	0.0110701640610266	0.0632352043775277
2627	Anp32b	550.359867913344	0.756542803720302	0.297983737815833	2.5388727897221	0.0111210251807376	0.0634774073267967
2628	Arfip2	828.691191984716	-1.10370238235654	0.434709960710922	-2.53893971178289	0.0111188981758294	0.0634774073267967
2629	Pdia4	1826.67762295893	1.03455086523303	0.407716659611536	2.53742603066239	0.0111670964306959	0.06370202027633
2631	Gda	316.946221791468	-0.912649933720367	0.359738936350694	-2.53697846271126	0.0111813832794239	0.0637491783780526
2632	Dusp23	93.0384498651864	-1.12211798732486	0.442397793341664	-2.53644571517618	0.0111984103122056	0.0637735655199077
2633	Slc25a51	666.722169589083	-0.897817041437016	0.353930177497594	-2.53670666848723	0.0111900671627242	0.0637735655199077
2634	Myo1f	220.316222055842	1.8025864388986	0.710644455060131	2.53655175392324	0.0111950193954969	0.0637735655199077
2635	Tle4	134.848390868802	0.847797211910399	0.334397188493668	2.53530005957707	0.0112351043990861	0.0639582612339476
2636	Emc6	318.286996383877	-0.982250172803328	0.387493319131345	-2.53488285941359	0.0112484933585623	0.064010197701398
2637	Cbfb	394.450263956238	0.745000635777667	0.293993016413142	2.5340759616233	0.0112744288630511	0.0641334645636637
2638	Prex2	75.6269998208954	-0.918350176751146	0.362464228982441	-2.53362981315222	0.0112887918601902	0.0641908338969361
2639	Paxx	126.593811999248	-0.756960792322356	0.29880634047659	-2.53328222926936	0.0112999929938671	0.0642301874492311
2641	Gm19829	61.7043078633237	1.10784813600899	0.437506274006843	2.53218799781522	0.0113353198286492	0.0643822139851285
2642	Ints7	259.515488024325	0.610769634787183	0.241280134225905	2.53137141500151	0.011361746740766	0.0644104161662014
2643	Sel1l3	518.043890689852	-1.49290520024641	0.589744546315107	-2.53144384221018	0.0113594005844085	0.0644104161662014
2644	Kirrel3	29.8370127721795	1.54193135394712	0.609114607822812	2.53143059474229	0.0113598296814778	0.0644104161662014
2645	Pcx	686.005982994065	-1.03719062273677	0.409723067852498	-2.53144307488726	0.0113594254382763	0.0644104161662014
2646	Gm6563	163.922413540887	0.84849214835862	0.335121409824465	2.53189478047092	0.0113448028786258	0.0644104161662014
2647	Naprt	135.380849871566	-1.19573449633499	0.472425075395033	-2.53105636980666	0.0113719571007489	0.0644439532680657
2648	Mybl1	19.5013355107721	2.28033312220933	0.901211364919748	2.53029778692637	0.0113965755861776	0.0645239437497141
2649	Sned1	143.182013928559	1.21585414457689	0.480581600422985	2.52996399260137	0.0114074232801755	0.0645239437497141
2650	Zfp462	63.1917062924168	-0.962651467504222	0.380495228741889	-2.52999615970807	0.0114063775101778	0.0645239437497141
2651	Col27a1	68.5163382676668	1.71196261358884	0.676642801458184	2.53008324318165	0.0114035468065039	0.0645239437497141
2652	Zfp30	37.5078641747003	-1.16948845055127	0.462255813103784	-2.52995942376327	0.0114075718224704	0.0645239437497141
2653	Cars2	154.02028286327	-0.77505794705649	0.30638384458155	-2.5296958725583	0.0114161433192749	0.0645480959491483
2654	Capg	324.460068255697	1.57246103715739	0.621683114281607	2.52936102177146	0.0114270419440108	0.0645853828293128
2656	Sos2	233.99391693729	-0.973750826822371	0.385310635107329	-2.52718388256045	0.0114981283356884	0.0649382438108168
2657	Tmc4	146.69333439477	-0.861611036460796	0.340960532773764	-2.5270110574132	0.0115037880771697	0.0649457651941341
2658	Hmbs	200.399193604063	-0.724781929533908	0.286945591944344	-2.52585141532506	0.0115418284578388	0.0651360202475854
2659	Igdcc4	183.757908412008	1.37682497688473	0.545304908464339	2.52487178368168	0.0115740507941124	0.065293310607688
2660	Zfp280c	97.8405234664926	0.807482281284037	0.319955984082735	2.52372926732083	0.0116117315990106	0.0654812643272278
2661	Klf12	31.678424031979	-1.26466020525946	0.501197813412795	-2.52327558384191	0.0116267244909689	0.0655411824611116
2662	Siglec1	253.211427326696	1.42746140078863	0.565760786222866	2.52308296288728	0.0116330952341073	0.0655524698021082
2663	Slc27a1	364.264525620087	-0.776355559719984	0.307743671806528	-2.52273444052511	0.0116446301305162	0.0655814800611239
2664	Sytl5	13.4490918944061	-1.84320811324445	0.73065956732065	-2.5226633519678	0.0116469841638608	0.0655814800611239
2665	Pxmp4	167.597135940825	-1.07173391575869	0.42499282329433	-2.52176944413119	0.0116766211681482	0.0657236973928103
2666	Serinc3	8567.66604767523	-0.792870770833991	0.314498201020771	-2.52106615637406	0.0116999852769145	0.0658223419941972
2667	Gmppb	356.758844182027	-1.01626237346337	0.40314336963923	-2.52084605626236	0.0117073057965156	0.0658223419941972
2668	Cpn1	680.453541198699	-1.63452019272421	0.648380090763922	-2.52092902914157	0.0117045456453586	0.0658223419941972
2669	Zfyve9	193.99144710561	-0.839683839236166	0.33331022535914	-2.5192261603478	0.011761308570465	0.066049743007577
2671	Krt79	15.3036478107892	-2.24952979595759	0.89293096362662	-2.51926508049533	0.0117600084961247	0.066049743007577
2672	Decr2	163.813524135075	-0.965582463607598	0.383303784703087	-2.51910495576127	0.0117653580607259	0.066049743007577
2673	Acer3	144.596754950841	0.84724997748496	0.336569004093733	2.51731433132507	0.0118253277431492	0.0663615811943521
2674	Stat2	340.669238639141	0.993753750826661	0.394867927415083	2.516673758064	0.0118468468821216	0.0664480628289195
2675	Rnf213	363.230554505549	1.44812872823519	0.575432451932668	2.51659204024982	0.0118495945708509	0.0664480628289195
2676	Cyp7b1	46.3350204540647	-1.34002633788979	0.532865309967097	-2.51475619227782	0.0119114724672245	0.0667202522744196
2677	Cftr	37.3377651719672	1.68310230348769	0.669286849883104	2.51476971911468	0.011911015494734	0.0667202522744196
2678	Gnpat	453.722822258704	0.69703407664425	0.277163291820645	2.51488597954489	0.0119070885493914	0.0667202522744196
2679	4921504E06Rik	115.781283471266	-1.41252006478471	0.562091542543942	-2.5129715675704	0.0119718983160478	0.0670336963173932
2680	Pias2	327.430947797123	-0.799249855186022	0.318106250123425	-2.5125248399738	0.0119870665888243	0.0670935924027965
2681	Pla2g4a	90.0501083721855	1.55119170484489	0.61747594889295	2.51214918998216	0.011999834663339	0.0671400145257511
2682	Crb1	49.6862442115631	-2.39360574258172	0.953105537513049	-2.5113753392173	0.0120261753031798	0.0672486038138618
2683	Helz2	383.251935896352	1.16006331354582	0.461934470404731	2.51131575552137	0.0120282055602029	0.0672486038138618
2684	Trp53-ps	29.5341143165087	1.60606103509478	0.639568096780287	2.51116502399043	0.012033342948405	0.0672522697518677
2685	Kdelr1	986.280877911619	-0.78347952404078	0.31201816605647	-2.51100611846742	0.0120387610370819	0.0672575011624908
2686	Ckm	33.0739483665093	2.37163551622273	0.944573110586527	2.51080142938865	0.0120457433617933	0.0672714644164757
2687	Ugdh	260.798590228325	0.697929842731278	0.278026640872943	2.51029843953058	0.0120629165307859	0.0673423085792313
2688	Crnkl1	154.759701924951	0.752435727315307	0.299795874584953	2.50982682252383	0.012079038271572	0.0674072325411713
2689	Tmc5	13.8060430027461	-1.80900820796149	0.720835144029892	-2.5096004585016	0.0120867830727404	0.0674253779886772
2690	Gm18101	25.4987501633994	-1.24258414139788	0.49518013898017	-2.50935779443215	0.012095090450228	0.0674466470814276
2691	Chmp4c	298.689048907289	-0.792704376252838	0.315947874367005	-2.50897201901106	0.0121083075285436	0.0674952684893484
2692	Narf	195.254094015507	-0.684579012142133	0.272902041447029	-2.50851554100599	0.0121239634863284	0.067557443771201
2693	Tmem64	794.356857974485	-1.35807153286603	0.541594228655558	-2.50754432194981	0.0121573333707115	0.0676720731213278
2694	Bclaf1	722.503911740944	0.629964912384226	0.251241022939192	2.50741262320324	0.0121618646377387	0.0676720731213278
2695	Ddx41	281.473764507077	0.67840073991735	0.270560301306586	2.50739201812397	0.0121625737177276	0.0676720731213278
2696	Wdr4	114.484702224947	0.917092989739645	0.365724795469564	2.50760408126598	0.0121552777670494	0.0676720731213278
2697	Smco4	236.352766591565	-0.873155337333676	0.348257470217255	-2.5072120830286	0.0121687673584311	0.0676814392070484
